reading	word	pos	japanese_form
ほーくあたっく	Hawk Attack	noun	ホークアタック
ほーくうぃんぐ	Hawk Wing	noun	ホークウィング
ほーくすぱー	Hawkspur	noun	ホークスパー
ほーくびる	Hawkbill	noun	ホークビル
ほーくまうんてん	Hawk Mountain	noun	ホークマウンテン
ほーぷろーど	Hope Road	noun	ホープロード
ほーほけーにっひ	Hochkonig	noun	ホーホケーニッヒ
ほーほけーにひ	Hochkonig	noun	ホーホケーニヒ
ほーむあっとらすと	Home at Last	noun	ホームアットラスト
ほーむあふぇあーず	Home Affairs	noun	ホームアフェアーズ
ほーむかみんぐくいーん	Homecoming Queen	noun	ホームカミングクイーン
ほーむすうぃーとあすぺん	Home Sweet Aspen	noun	ホームスウィートアスペン
ほーむずまん	Homesman	noun	ホームズマン
ほーむぼーいくりす	Homeboykris	noun	ホームボーイクリス
ほーりんぐ	Halling	noun	ホーリング
ほーりーぐれいる	Holy Grail	noun	ホーリーグレイル
ほーりーぶる	Holy Bull	noun	ホーリーブル
ほーりーろーまんえんぺらー	Holy Roman Emperor	noun	ホーリーローマンエンペラー
ほーるおぶふぇいむ	Hall Of Fame	noun	ホールオブフェイム
ほーるでぃんぐこーと	Holding Court	noun	ホールディングコート
ほーるどざしぐりーん	Holdthasigreen	noun	ホールドザシグリーン
ほーるどざっとたいがー	Hold That Tiger	noun	ホールドザットタイガー
ぼいすたらす	Boisterous	noun	ボイスタラス
ぼいっじばぶる	Voyage Bubble	noun	ボイッジバブル
ぼいぽるうすてです	Voy Por Ustedes	noun	ボイポルウステデス
ぼういずひーろー	Bowies Hero	noun	ボウイズヒーロー
ぼうえこー	Bow Echo	noun	ボウエコー
ぼすとんはーばー	Boston Harbor	noun	ボストンハーバー
ぼすらしゃむ	Bosra Sham	noun	ボスラシャム
ぼとるおぶるーじゅ	Bottle Of Rouge	noun	ボトルオブルージュ
ぼなのば	Bonanova	noun	ボナノバ
ぼなのゔぁ	Bonanova	noun	ボナノヴァ
ぼなぽー	Bonapaw	noun	ボナポー
ぼなりあ	Bonaria	noun	ボナリア
ぼにゅすてぃ	Vonusti	noun	ボニュスティ
ぼにーらす	Bonny Lass	noun	ボニーラス
ぼぬばる	Bonneval	noun	ボヌバル
ぼぬゔぁる	Bonneval	noun	ボヌヴァル
ぼばん	Boban	noun	ボバン
ぼびーずきとぅん	Bobby's Kitten	noun	ボビーズキトゥン
ぼぶあんどじょん	Bob and John	noun	ボブアンドジョン
ぼぶすわーす	Bobs Worth	noun	ボブスワース
ぼぶずりたーん	Bob's Return	noun	ボブズリターン
ぼぶぶらっくじゃっく	Bob Black Jack	noun	ボブブラックジャック
ぼぼまん	Boboman	noun	ボボマン
ぼらす	Bolas	noun	ボラス
ぼらたいる	Volatile	noun	ボラタイル
ぼらたいるみっくす	Volatile Mix	noun	ボラタイルミックス
ぼりしょいばれえ	Bolshoi Ballet	noun	ボリショイバレエ
ぼりんえりっく	Bollin Eric	noun	ボリンエリック
ぼるが	Volga	noun	ボルガ
ぼるくすらーと	Volksraad	noun	ボルクスラート
ぼるじあ	Borgia	noun	ボルジア
ぼるだ	Vorda	noun	ボルダ
ぼるとどーろ	Bold d'Oro	noun	ボルトドーロ
ぼるとどーろ	Bolt d'Oro	noun	ボルトドーロ
ぼるどなーろ	Bordonaro	noun	ボルドナーロ
ぼるぺべろーちぇ	Volpe Veloce	noun	ボルペベローチェ
ぼるぺゔぇろーちぇ	Volpe Veloce	noun	ボルペヴェローチェ
ぼるぼれた	Volvoreta	noun	ボルボレタ
ぼるぽーに	Volponi	noun	ボルポーニ
ぼるゔぉれた	Volvoreta	noun	ボルヴォレタ
ぼるーぐ	Vo Rogue	noun	ボルーグ
ぼるーずどぅくーる	Voleuse De Coeurs	noun	ボルーズドゥクール
ぼれある	Boreal	noun	ボレアル
ぼれご	Borrego	noun	ボレゴ
ぼろ	Bolo	noun	ボロ
ぼわだるじゃん	Bois d'Argent	noun	ボワダルジャン
ぼわでゅのーる	Voix du Nord	noun	ボワデュノール
ぼわらいし	Voila Ici	noun	ボワライシ
ぼわるどーる	Voile D'Or	noun	ボワルドール
ぼんどほるだー	Bond Holder	noun	ボンドホルダー
ぼんばーびる	Bomber Bill	noun	ボンバービル
ぼーいずあっととすこのば	Boys At Tosconova	noun	ボーイズアットトスコノバ
ぼーいずあっととすこのゔぁ	Boys At Tosconova	noun	ボーイズアットトスコノヴァ
ぼーだーれすこっと	Borderlescott	noun	ボーダーレスコット
ぼーちゃんぷきんぐ	Beauchamp King	noun	ボーチャンプキング
ぼーてきゃしー	Beaute Cachee	noun	ボーテキャシー
ぼーでぃ	Bodie	noun	ボーディ
ぼーでぃえくすぷれす	Bodexpress	noun	ボーディエクスプレス
ぼーとぅーる	Vautour	noun	ボートゥール
ぼーどびる	Vaudeville	noun	ボードビル
ぼーどまいすたー	Bodemeister	noun	ボードマイスター
ぼーどゔぃる	Vaudeville	noun	ボードヴィル
ぼーぬろまね	Vosne Romanee	noun	ボーヌロマネ
ぼーるだんしんぐ	Ball Dancing	noun	ボールダンシング
ぼーるどえっじ	Bold Edge	noun	ボールドエッジ
ぼーるどりーずにんぐ	Bold Reasoning	noun	ボールドリーズニング
ぼーるどるーらー	Bold Ruler	noun	ボールドルーラー
ぼーんおーらむ	Bon Aurum	noun	ボーンオーラム
ぼーんごーるど	Born Gold	noun	ボーンゴールド
ぽいんつおふざべんち	Points Offthebench	noun	ポインツオフザベンチ
ぽいんとあしゅりー	Point Ashley	noun	ポイントアシュリー
ぽいんとおぶえんとりー	Point of Entry	noun	ポイントオブエントリー
ぽいんとぎぶん	Point Given	noun	ポイントギブン
ぽいんとぎゔん	Point Given	noun	ポイントギヴン
ぽいんとみーばい	Point Me By	noun	ポイントミーバイ
ぽうなむ	Pounamu	noun	ポウナム
ぽえっつぼいす	Poet's Voice	noun	ポエッツボイス
ぽえっつわーど	Poet's Word	noun	ポエッツワード
ぽえっつゔぉいす	Poet's Voice	noun	ポエッツヴォイス
ぽえてぃっくきんぐ	Poetic King	noun	ポエティックキング
ぽえてぃっくふれあ	Poetic Flare	noun	ポエティックフレア
ぽじたーのさんせっと	Positano Sunset	noun	ポジターノサンセット
ぽすとぽんど	Postponed	noun	ポストポンド
ぽせいどんずうぉりあ	Poseidon's Warrior	noun	ポセイドンズウォリア
ぽせいどんずうぉりあー	Poseidon's Warrior	noun	ポセイドンズウォリアー
ぽちょむきん	Potemkin	noun	ポチョムキン
ぽっしぶりーぱーふぇくと	Possibly Perfect	noun	ポッシブリーパーフェクト
ぽっぷとろにっく	Poptronic	noun	ポップトロニック
ぽとりでぃー	Potridee	noun	ポトリディー
ぽはべ	Pohave	noun	ポハベ
ぽはゔぇ	Pohave	noun	ポハヴェ
ぽぷとろにっく	Poptronic	noun	ポプトロニック
ぽめろい	Pomeroy	noun	ポメロイ
ぽらいとねす	Politeness	noun	ポライトネス
ぽらりせーしょん	Polarisation	noun	ポラリセーション
ぽらりぜーしょん	Polarisation	noun	ポラリゼーション
ぽらんすきー	Polanski	noun	ポランスキー
ぽりぐろーと	Poliglote	noun	ポリグロート
ぽりっしゅぱとりおっと	Polish Patriot	noun	ポリッシュパトリオット
ぽりーどりーむ	Polydream	noun	ポリードリーム
ぽるたふぉるとぅな	Porta Fortuna	noun	ポルタフォルトゥナ
ぽるにしぇ	Pornichet	noun	ポルニシェ
ぽろてねじぇむ	Porotene Gem	noun	ポロテネジェム
ぽんだろーさみす	Pondarosa Miss	noun	ポンダローサミス
ぽんぷあんどぐろーりー	Pomp And Glory	noun	ポンプアンドグローリー
ぽんぺい	Pompeii	noun	ポンペイ
ぽんぺいるーらー	Pompeii Ruler	noun	ポンペイルーラー
ぽーたふぉーちゅな	Porta Fortuna	noun	ポータフォーチュナ
ぽーとふぉりおでゅれーしょん	Portfolio Duration	noun	ポートフォリオデュレーション
ぽーとらんどしんが	Portland Singa	noun	ポートランドシンガ
ぽーとらんどすかい	Portland Sky	noun	ポートランドスカイ
ぽーとらんどぷれいやー	Portland Player	noun	ポートランドプレイヤー
ぽーとろっくろい	Port Lockroy	noun	ポートロックロイ
ぽーらずしるばーらいにんぐ	Paulassilverlining	noun	ポーラズシルバーライニング
ぽーらずしるゔぁーらいにんぐ	Paulassilverlining	noun	ポーラズシルヴァーライニング
ぽーらーさくせす	Polar Success	noun	ポーラーサクセス
ぽーらーふぁるこん	Polar Falcon	noun	ポーラーファルコン
ぽーりんずぱーる	Pauline's Pearl	noun	ポーリンズパール
ぽーれっつぁ	Porlezza	noun	ポーレッツァ
ぽーれれ	Paulele	noun	ポーレレ
まいあみばうんど	Miami Bound	noun	マイアミバウンド
まいえま	My Emma	noun	マイエマ
まいきんぐだむおぶふぁいふ	My Kingdom of Fife	noun	マイキングダムオブファイフ
まいくろふぉん	Microphone	noun	マイクロフォン
まいけるずちょいす	Michael's Choice	noun	マイケルズチョイス
まいこんくえすたどりー	My Conquestadory	noun	マイコンクエスタドリー
まいすいーとあでぃくしょん	My Sweet Addiction	noun	マイスイートアディクション
まいたいふーん	My Typhoon	noun	マイタイフーン
まいだすあいず	Midas Eyes	noun	マイダスアイズ
まいてぃはい	Mighty High	noun	マイティハイ
まいてぃーぼす	Mighty Boss	noun	マイティーボス
まいとあんどぱわー	Might And Power	noun	マイトアンドパワー
まいとばいと	Might Bite	noun	マイトバイト
まいとらすてぃーきゃっと	My Trusty Cat	noun	マイトラスティーキャット
まいとーる	Mitole	noun	マイトール
まいどりーむぼーと	My Dream Boat	noun	マイドリームボート
まいふらっぐ	My Flag	noun	マイフラッグ
まいぶらいてぃあ	My Brightia	noun	マイブライティア
まいべすとばれんたいん	My Best Valentine	noun	マイベストバレンタイン
まいべすとゔぁれんたいん	My Best Valentine	noun	マイベストヴァレンタイン
まいぼーいちゃーりー	Myboycharlie	noun	マイボーイチャーリー
まいみすおれーりあ	My Miss Aurelia	noun	マイミスオレーリア
まいみすおーれりあ	My Miss Aurelia	noun	マイミスオーレリア
まいんざっとばーど	Mine That Bird	noun	マインザットバード
まいんしゃふと	Mineshaft	noun	マインシャフト
まいんでぃんぐ	Minding	noun	マインディング
まいんどこんとろーる	Mind Control	noun	マインドコントロール
まいんどふれーむ	Mindframe	noun	マインドフレーム
まいんどゆあびすけっつ	Mind Your Biscuits	noun	マインドユアビスケッツ
まうぃんご	Mawingo	noun	マウィンゴ
まうんてんはい	Mountain High	noun	マウンテンハイ
まうんとささふら	Mt. Sassafras	noun	マウントササフラ
まうんとねるそん	Mount Nelson	noun	マウントネルソン
まかいびーでぃーば	Makybe Diva	noun	マカイビーディーバ
まかいびーでぃーゔぁ	Makybe Diva	noun	マカイビーディーヴァ
まかだみあ	Macadamia	noun	マカダミア
まかるぷらすたー	Makarpura Star	noun	マカルプラスター
まかろわ	Makarova	noun	マカロワ
まかろゔぁ	Makarova	noun	マカロヴァ
まきしまむせきゅりてぃ	Maximum Security	noun	マキシマムセキュリティ
まきしむれーと	Maxim Rate	noun	マキシムレート
まきゅーりっく	McKulick	noun	マキューリック
まくしおす	Maxios	noun	マクシオス
まくふぃ	Makfi	noun	マクフィ
まくりーんずみゅーじっく	Maclean's Music	noun	マクリーンズミュージック
まぐなぐりーしあ	Magna Grecia	noun	マグナグリーシア
まぐなす	Magnus	noun	マグナス
まぐなむふぉーす	Magnum Force	noun	マグナムフォース
まぐなむむーん	Magnum Moon	noun	マグナムムーン
まぐにちゅーど	Magnitude	noun	マグニチュード
まぐにふぃじお	Magnifisio	noun	マグニフィジオ
まぐにふぃせんとそんぐ	Magnificent Song	noun	マグニフィセントソング
まぐわいあ	Maguire	noun	マグワイア
まこりーりー	MacO'Reilly	noun	マコリーリー
まさー	Masar	noun	マサー
まざーあーす	Mother Earth	noun	マザーアース
ましゅこー	Mashkour	noun	マシュコー
ましんがんとむ	Machine Gun Tom	noun	マシンガントム
まじぇすてぃっくうぉりあー	Majestic Warrior	noun	マジェスティックウォリアー
まじぇすてぃっくはーばー	Majestic Harbor	noun	マジェスティックハーバー
まじぇすてぃっくぱーふぇくしょん	Majesticperfection	noun	マジェスティックパーフェクション
まじぇすてぃっくろい	Majestic Roi	noun	マジェスティックロイ
まじかる	Magical	noun	マジカル
まじかるありゅーる	Magical Allure	noun	マジカルアリュール
まじかるふぁんたじー	Magical Fantasy	noun	マジカルファンタジー
まじかるみす	Magical Miss	noun	マジカルミス
まじかるめいでん	Magical Maiden	noun	マジカルメイデン
まじかるらぐーん	Magical Lagoon	noun	マジカルラグーン
まじくーる	Magicool	noun	マジクール
まじしゃん	Magician	noun	マジシャン
まじすとれってぃ	Magistretti	noun	マジストレッティ
まじっくあてぃちゅーど	Magic Attitude	noun	マジックアティチュード
まじっくけーぷ	Magic Cape	noun	マジックケープ
まじっくたいむ	Magic Time	noun	マジックタイム
まじっくはりけーん	Magic Hurricane	noun	マジックハリケーン
まじっくわんど	Magic Wand	noun	マジックワンド
ますいふ	Mus-If	noun	マスイフ
ますうぃざーど	Math Wizard	noun	マスウィザード
ますかるぽーね	Mascarpone	noun	マスカルポーネ
ますくどまーべる	Masked Marvel	noun	マスクドマーベル
ますくどまーゔぇる	Masked Marvel	noun	マスクドマーヴェル
ますたりー	Mastery	noun	マスタリー
ますたんぐばれー	Mustang Valley	noun	マスタングバレー
ますたんぐゔぁれー	Mustang Valley	noun	マスタングヴァレー
ますたーおぶざしーず	Master of the Seas	noun	マスターオブザシーズ
ますたーおぶでざいん	Master of Design	noun	マスターオブデザイン
ますたーくらふつまん	Mastercraftsman	noun	マスタークラフツマン
ますたーまいんでぃっど	Master Minded	noun	マスターマインディッド
ますととらっく	Mast Track	noun	マストトラック
ますめでぃあ	Mass Media	noun	マスメディア
まず	Mazu	noun	マズ
ませどんれでぃ	Macedon Lady	noun	マセドンレディ
まぞひすてぃっく	Masochistic	noun	マゾヒスティック
またれや	Matareya	noun	マタレヤ
まだむちゃん	Madame Chiang	noun	マダムチャン
まだむぽめりー	Madame Pommery	noun	マダムポメリー
まちょうの	Macho Uno	noun	マチョウノ
まっきんじー	McKinzie	noun	マッキンジー
まっくすうぃにー	Mac Swiney	noun	マックスウィニー
まっくすふぃーるど	Maxfield	noun	マックスフィールド
まっくすぷれいやー	Max Player	noun	マックスプレイヤー
まっしゅわん	Mash One	noun	マッシュワン
まっちょあげいん	Macho Again	noun	マッチョアゲイン
まっどきゃっぷえすけいぱーど	Madcap Escapade	noun	マッドキャップエスケイパード
まてぃあら	Matiara	noun	マティアラ
まてぃじー	Matty G	noun	マティジー
まてぃや	Matiya	noun	マティヤ
まてりありてぃ	Materiality	noun	マテリアリティ
までぃそんかうんてぃ	Madison County	noun	マディソンカウンティ
まなーる	Manaal	noun	マナール
まにがー	Manighar	noun	マニガー
まにすてぃく	Manistique	noun	マニスティク
まにばーばん	Mani Bhavan	noun	マニバーバン
まにばーゔぁん	Mani Bhavan	noun	マニバーヴァン
まにゅえる	Manuel	noun	マニュエル
まにんぐす	Munnings	noun	マニングス
まにんぐず	Munnings	noun	マニングズ
まはばやさなふぃ	Marhaba Ya Sanafi	noun	マハバヤサナフィ
まぶすくろす	Mabs Cross	noun	マブスクロス
まほがにー	Mahogany	noun	マホガニー
まほがにーほーる	Mahogany Hall	noun	マホガニーホール
まみふぁい	Mummify	noun	マミファイ
まむたずびがむ	Mumtaz Begum	noun	マムタズビガム
まむたずまはる	Mumtaz Mahal	noun	マムタズマハル
まむーる	Mamool	noun	マムール
まらいあずすとーむ	Mariah's Storm	noun	マライアズストーム
まらくや	Maracuja	noun	マラクヤ
まらくーじゃ	Maracuja	noun	マラクージャ
まらげーら	Malaguerra	noun	マラゲーラ
まらさーと	Malathaat	noun	マラサート
まらのあちゃーりー	Maranoa Charlie	noun	マラノアチャーリー
まらび	Marabi	noun	マラビ
まりあずすとーむ	Mariah's Storm	noun	マリアズストーム
まりあずもん	Maria's Mon	noun	マリアズモン
まりあなふっと	Marianafoot	noun	マリアナフット
まりあみあ	Mariamia	noun	マリアミア
まりぶぷれいやー	Malibu Prayer	noun	マリブプレイヤー
まりぶみんと	Malibu Mint	noun	マリブミント
まりぶむーん	Malibu Moon	noun	マリブムーン
まるきーずどぅせびにえ	Mqse De Sevigne	noun	マルキーズドゥセビニエ
まるきーずどぅせゔぃにえ	Mqse De Sevigne	noun	マルキーズドゥセヴィニエ
まるきーずどせびにえ	Mqse De Sevigne	noun	マルキーズドセビニエ
まるきーずどせゔぃにえ	Mqse De Sevigne	noun	マルキーズドセヴィニエ
まるしゃんどーる	Marchand D'Or	noun	マルシャンドール
まるじゅ	Marju	noun	マルジュ
まるせる	Marcel	noun	マルセル
まるちでぃめんしょなる	Multidimensional	noun	マルチディメンショナル
まるはばやさなふぃ	Marhaba Ya Sanafi	noun	マルハバヤサナフィ
まるはぶ	Malhub	noun	マルハブ
まるばいゆ	Marbye	noun	マルバイユ
まるふーな	Marhoona	noun	マルフーナ
まるーふ	Maroof	noun	マルーフ
まるーふぃてぃ	Maroofity	noun	マルーフィティ
まれおーすとらりす	Mare Australis	noun	マレオーストラリス
まれく	Malek	noun	マレク
まんぐすてぃーぬ	Mangoustine	noun	マングスティーヌ
まんぐーす	Mongoose	noun	マングース
まんごすちん	Mangoustine	noun	マンゴスチン
まんぞあいす	Manzoice	noun	マンゾアイス
まんだるーん	Mandaloun	noun	マンダルーン
まんだー	Manndar	noun	マンダー
まんでぃーずごーるど	Mandy's Gold	noun	マンディーズゴールド
まんでしゃ	Mandesha	noun	マンデシャ
まんでゅろ	Manduro	noun	マンデュロ
まんとばーに	Mantovani	noun	マントバーニ
まんとゔぁーに	Mantovani	noun	マントヴァーニ
まんはったんれいん	Manhattan Rain	noun	マンハッタンレイン
まんふぁす	Manfath	noun	マンファス
まんふろむうぃっくろー	Man From Wicklow	noun	マンフロムウィックロー
まーかすまきします	Markus Maximus	noun	マーカスマキシマス
まーかぶ	Markab	noun	マーカブ
まーがるーら	Margarula	noun	マーガルーラ
まーきゅりある	Mercurial	noun	マーキュリアル
まーきーまーく	Marky Mark	noun	マーキーマーク
まーくおぶえすてぃーむ	Mark Of Esteem	noun	マークオブエスティーム
まーくおぶでぃすてぃんくしょん	Markofdistinction	noun	マークオブディスティンクション
まーけっとせぐめんてーしょん	Marketsegmentation	noun	マーケットセグメンテーション
まーけてぃんぐみっくす	Marketing Mix	noun	マーケティングミックス
まーけとりー	Marquetry	noun	マーケトリー
まーごっとでぃど	Margot Did	noun	マーゴットディド
まーしゃ	Marsha	noun	マーシャ
まーしゅさいど	Marsh Side	noun	マーシュサイド
まーじゅすにっぷ	Marju Snip	noun	マージュスニップ
まーす	Mirth	noun	マース
まーすけい	Marscay	noun	マースケイ
まーちゃんねいびー	Merchant Navy	noun	マーチャンネイビー
まーちゃんねいゔぃー	Merchant Navy	noun	マーチャンネイヴィー
まーとぅむ	Mahtoum	noun	マートゥム
まーぶるほーるず	Marble Halls	noun	マーブルホールズ
まーべらす	Marvellous	noun	マーベラス
まーりん	Marlin	noun	マーリン
まーりんぐ	Marling	noun	マーリング
まーりーずふりーだむ	Marley's Freedom	noun	マーリーズフリーダム
まーりーん	Merlene	noun	マーリーン
まーれいべーる	Marley Vale	noun	マーレイベール
まーれいゔぇーる	Marley Vale	noun	マーレイヴェール
まーれく	Maarek	noun	マーレク
まーゔぇらす	Marvellous	noun	マーヴェラス
みあどみな	Mea Domina	noun	ミアドミナ
みあみすちーふ	Mia Mischief	noun	ミアミスチーフ
みえすく	Miesque	noun	ミエスク
みえすくずあぷるーばる	Miesque's Approval	noun	ミエスクズアプルーバル
みえすくずあぷるーゔぁる	Miesque's Approval	noun	ミエスクズアプルーヴァル
みくすと	Mixto	noun	ミクスト
みしゅりふ	Mishriff	noun	ミシュリフ
みじゅびりー	Mi Jubilee	noun	ミジュビリー
みすあれっじど	Miss Alleged	noun	ミスアレッジド
みすあんどれってぃ	Miss Andretti	noun	ミスアンドレッティ
みすえーにょ	Mi Sueno	noun	ミスエーニョ
みすかばーがーる	Miss Cover Girl	noun	ミスカバーガール
みすかゔぁーがーる	Miss Cover Girl	noun	ミスカヴァーガール
みすきーぷせいく	Miss Keepsake	noun	ミスキープセイク
みすけらー	Miss Keller	noun	ミスケラー
みすせれんでぃぴてぃ	Miss Serendipity	noun	ミスセレンディピティ
みすたーくいっきー	Mr Quickie	noun	ミスタークイッキー
みすたーさんどぐろーぱー	Mr Sandgroper	noun	ミスターサンドグローパー
みすたーしどにー	Mr. Sidney	noun	ミスターシドニー
みすたーすたにんぐ	Mr Stunning	noun	ミスタースタニング
みすたーすぴーかー	Mr Speaker	noun	ミスタースピーカー
みすたーせれぶりてぃ	Mr Celebrity	noun	ミスターセレブリティ
みすたーでぃのす	Mr Dinos	noun	ミスターディノス
みすたーぱーぷる	Mr Purple	noun	ミスターパープル
みすたーふりすきー	Mister Frisky	noun	ミスターフリスキー
みすたーぶらいとさいど	Mr Brightside	noun	ミスターブライトサイド
みすたーぷろすぺくたー	Mr.Prospector	noun	ミスタープロスペクター
みすたーべいりーず	Mister Baileys	noun	ミスターベイリーズ
みすたーまりがん	Mr Mulligan	noun	ミスターマリガン
みすたーまーふぃー	Mr Murphy	noun	ミスターマーフィー
みすたーめでぃち	Mr Medici	noun	ミスターメディチ
みすちばすあれっくす	Mischevious Alex	noun	ミスチバスアレックス
みすちゔぁすあれっくす	Mischevious Alex	noun	ミスチヴァスアレックス
みすちーふまじっく	Mischief Magic	noun	ミスチーフマジック
みすてぃかるぷらん	Mistical Plan	noun	ミスティカルプラン
みすてぃこ	Mystiko	noun	ミスティコ
みすてぃっくじゃーにー	Mystic Journey	noun	ミスティックジャーニー
みすてぃっくだん	Mystik Dan	noun	ミスティックダン
みすてぃっくりっぷす	Mystic Lips	noun	ミスティックリップス
みすてぃふぉーみー	Misty For Me	noun	ミスティフォーミー
みすてりあすないと	Mysterious Night	noun	ミステリアスナイト
みすてんぷるしてぃ	Miss Temple City	noun	ミステンプルシティ
みすでいんひる	Miss Danehill	noun	ミスデインヒル
みすふぃんらんど	Miss Finland	noun	ミスフィンランド
みすふらんす	Miss France	noun	ミスフランス
みすふーでぃーに	Miss Houdini	noun	ミスフーディーニ
みすべいりー	Miss Bailey	noun	ミスベイリー
みすぺにーまねー	Miss Pennymoney	noun	ミスペニーマネー
みすぽてんしゃる	Miss Potential	noun	ミスポテンシャル
みすまっち	Miss Match	noun	ミスマッチ
みすもすまん	Miss Mossman	noun	ミスモスマン
みすらがでぃあん	Miss Raggedy Ann	noun	ミスラガディアン
みすりめんばーど	Misremembered	noun	ミスリメンバード
みすりんだ	Miss Linda	noun	ミスリンダ
みするきゃっと	Mistle Cat	noun	ミスルキャット
みすろーれん	Miss Loren	noun	ミスローレン
みすわき	Miswaki	noun	ミスワキ
みすわーるど	Miss World	noun	ミスワールド
みずでぃれくしょん	Mizdirection	noun	ミズディレクション
みずんますと	Mizzen Mast	noun	ミズンマスト
みせすりんぜい	Mrs Lindsay	noun	ミセスリンゼイ
みっきーすとりーと	Mikki Street	noun	ミッキーストリート
みっしょんあぷるーぶど	Mission Approved	noun	ミッションアプルーブド
みっしょんあぷるーゔど	Mission Approved	noun	ミッションアプルーヴド
みっしょんせんとらる	Mission Central	noun	ミッションセントラル
みっでい	Midday	noun	ミッデイ
みっどさまーみゅーじっく	Mid Summer Music	noun	ミッドサマーミュージック
みっどしっぷす	Midships	noun	ミッドシップス
みっどしっぷまん	Midshipman	noun	ミッドシップマン
みっどないといんたーるーど	Midnight Interlude	noun	ミッドナイトインタールード
みっどないとおいる	Midnight Oil	noun	ミッドナイトオイル
みっどないとすとーむ	Midnight Storm	noun	ミッドナイトストーム
みっどないとびすー	Midnight Bisou	noun	ミッドナイトビスー
みっどないとびずー	Midnight Bisou	noun	ミッドナイトビズー
みっどないとらっきー	Midnight Lucky	noun	ミッドナイトラッキー
みっどないとりゅーと	Midnight Lute	noun	ミッドナイトリュート
みっどないとるーと	Midnight Lute	noun	ミッドナイトルート
みどうぶりーず	Meadow Breeze	noun	ミドウブリーズ
みなるでぃ	Minardi	noun	ミナルディ
みにーほーく	Minnie Hauk	noun	ミニーホーク
みねらいんど	Minella Indo	noun	ミネラインド
みのれっと	Minorette	noun	ミノレット
みゅりきん	Mullikin	noun	ミュリキン
みゅーじかるちゃいむず	Musical Chimes	noun	ミュージカルチャイムズ
みゅーじかるろまんす	Musical Romance	noun	ミュージカルロマンス
みゅーじっくしょー	Music Show	noun	ミュージックショー
みゅーじっくのーと	Music Note	noun	ミュージックノート
みゅーじっくまぐねいと	Music Magnate	noun	ミュージックマグネイト
みゅーちゅあるとらすと	Mutual Trust	noun	ミューチュアルトラスト
みらくるずおぶらいふ	Miracles Of Life	noun	ミラクルズオブライフ
みらん	Milan	noun	ミラン
みらんみる	Milan Mill	noun	ミランミル
みらーじゅだんさー	Mirage Dancer	noun	ミラージュダンサー
みりする	Millisle	noun	ミリスル
みりたらいず	Militarize	noun	ミリタライズ
みりたりー	Military	noun	ミリタリー
みりたりーあたっく	Military Attack	noun	ミリタリーアタック
みりたりーむーぶ	Military Move	noun	ミリタリームーブ
みりたりーむーゔ	Military Move	noun	ミリタリームーヴ
みるうぉーきーぶりゅー	Milwaukee Brew	noun	ミルウォーキーブリュー
みるえみる	Mille Et Mille	noun	ミルエミル
みるくいっとみっく	Milk It Mick	noun	ミルクイットミック
みるこむ	Millkom	noun	ミルコム
みるじゅりさらす	Mirjulisa Lass	noun	ミルジュリサラス
みるすとりーむ	Mill Stream	noun	ミルストリーム
みるりーふ	Mill Reef	noun	ミルリーフ
みれなりー	Millenary	noun	ミレナリー
みれにあむうぃんど	Millennium Wind	noun	ミレニアムウィンド
みんざーる	Minzaal	noun	ミンザール
むあわど	Mouawad	noun	ムアワド
むかどらむ	Mukhadram	noun	ムカドラム
むしゃうぃしゅ	Mshawish	noun	ムシャウィシュ
むしゃうぃっしゅ	Mshawish	noun	ムシャウィッシュ
むしゅか	Mushka	noun	ムシュカ
むすこか	Muskoka	noun	ムスコカ
むすたしゅりー	Mustashry	noun	ムスタシュリー
むたくでぃむ	Mutakddim	noun	ムタクディム
むたふぁーうえく	Mutafaweq	noun	ムタファーウエク
むたまむ	Mutamam	noun	ムタマム
むねもしゅね	Mnemosyne	noun	ムネモシュネ
むねもしん	Mnemosyne	noun	ムネモシン
むはりふ	Mukhalif	noun	ムハリフ
むはーらー	Muhaarar	noun	ムハーラー
むふぁさ	Mufhasa	noun	ムファサ
むぶたひーじ	Mubtaahij	noun	ムブタヒージ
むーくた	Mookta	noun	ムークタ
むーす	Muth	noun	ムース
むーたてぃーる	Muhtathir	noun	ムータティール
むーちょぐすと	Mucho Gusto	noun	ムーチョグスト
むーちょまっちょまん	Mucho Macho Man	noun	ムーチョマッチョマン
むーなっくす	Moonax	noun	ムーナックス
むーぶいんたいむ	Move In Time	noun	ムーブインタイム
むーぶとぅすとらいく	Move to Strike	noun	ムーブトゥストライク
むーらやん	Mourayan	noun	ムーラヤン
むーんしぇる	Moonshell	noun	ムーンシェル
むーんしゃいんまりん	Moonshine Mullin	noun	ムーンシャインマリン
むーんしゃいんめもりーず	Moonshine Memories	noun	ムーンシャインメモリーズ
むーんすとーん	Moonstone	noun	ムーンストーン
むーんらいとくらうど	Moonlight Cloud	noun	ムーンライトクラウド
むーゔいんたいむ	Move In Time	noun	ムーヴインタイム
むーゔとぅすとらいく	Move to Strike	noun	ムーヴトゥストライク
めありーふぃーるど	Maryfield	noun	メアリーフィールド
めあんどる	Meandre	noun	メアンドル
めいくあすたんど	Make A Stand	noun	メイクアスタンド
めいくびりーぶ	Make Believe	noun	メイクビリーブ
めいくびりーゔ	Make Believe	noun	メイクビリーヴ
めいじ	Mage	noun	メイジ
めいずこーずうぇい	Maids Causeway	noun	メイズコーズウェイ
